Comments,Label
dania is so good,NCA
it is a pakistani big boss,NCA
rabil ovr react,NCA
final me woh ladki jhaye jishe sab darte hai,NCA
sugar daddy zabardast,NCA
bilal is so good ignore,NCA
i like to have a nice dania,NCA
dania is so good and preety,NCA
hhahahahahahah brhad hogai hai,NCA
rabail khud maa baap pr jarhi h aur jab khud ke maa baap par baat hoi to waqar ko bulao,NCA
please don39t do rhis to bilal,NCA
saray ky sary champions koty ky bache,CA
mujhy to non muslim lgti ha,NCA
rabil,NCA
if i was there i would have kick and puch amir in the face,NCA
rabail is bad,NCA
yaha koi kisi ka nahi,NCA
badtamiz rebel,NCA
abiha ko acha smja bhtt batameez niklii,NCA
kashaf dania,NCA
only dania and bilal are good in this show,NCA
landy ka bigboss over acting senseless,NCA
abiha ekh achi larkin dekhte tein lekan tooba,NCA
rabail ap bohut batamiz hain amir ka sath le rahein hain batamizze,NCA
rabail namaz tattoos kein sath nahi hota aur patha nahi rabail namaz partein hain kkeein nahi,NCA
amir sayyalrabailabihabilal final m hona tha inko to,NCA
rabailwhat a contestnt final tk hona chaye tha rabail ko,NCA
daniya rabail amir and abiha ko top 4 ma ana chiye q k baki koi b inke level pe nai ha kashaf ko tou select b pata nai kis base pe krlia,NCA
so entertaining,NCA
kya bayeyaii ha yarrr,NCA
rabil ko champion banna chahie,NCA
rabil achy khandan ki larkia tumhri trha nahi hoti,NCA
rabel ko aur kuch nahi aata brbrbas har wakt aukat aukat karti rehti hai,NCA
bilal chris shikari fakir,NCA
yar yeah amir bara acha banda,NCA
rabeil aap tu aoqat ki baat hi na karien na aur ma bap pe woh ja rahe hain ya tum,NCA
aamir ko koi nafsiaati masla hai,NCA
bilal masoom,NCA
sab me best bilal,NCA
ye sab larkiya izzat ki baat kar rahibror meri nazar me ye sab nangi hai koi izzat wali nhi hai,NCA
yahya kis ka fv hai,NCA
amir,NCA
abiha bhhht rand hn,CA
bichara bilal chaplusiyo me pura hn,NCA
rabel nise girl,NCA
fun he fun,NCA
rabeil disserve 10 million,NCA
rabail ziyada over kyu hoti hai,NCA
rabail ko wapis show ma ana chaiha rabail is tha best,NCA
edit kr k toh daalo chutiyobig boss jaise,CA
bohat batamez amor bad boy,NCA
kis kis ko abiha psnd hay,NCA
xxxxxxxxxxxxxxxx xxxx xxxx xxxx xx,NCA
yar ya kiya hakuch samj nai a rahy koi petaya ga muja champions kiya karty ha yar,NCA
inshallah daniya won,NCA
batameez amir waqar zaka please amir ko nikalo,NCA
amir me maaron gi,NCA
rabeil best ha,NCA
sub btmez hai yah,NCA
sabke sab murk he,NCA
abeeha is best,NCA
rabail sooo good jesi b h bht achi h,NCA
ya allah,NCA
aamir losers,NCA
abiha by losers,NCA
daniya is sharni,NCA
offf ye log kitna lartai hain,NCA
rabel is bst,NCA
pakistani,NCA
larai korake kiya milega milke ro ho na kiya log ho,NCA
best time pass show,NCA
agar abeha sensitive h tou uska najaes faida uthaya gya,NCA
haha,NCA
mera bus chale to is aamir abiha aur rabeel ko itna peeton na,NCA
aamir haqeqat me intehai intehai ghatya ha aur ye abiha bhe kuch kum nahe aur rabeel to inke maa ha,NCA
ghatya language aamir,NCA
amir ke ander bhut bdaa kida hai,NCA
inki jgha mai hota bava phod deta sabko,NCA
nice apesod,NCA
amir or bilal are deserving,NCA
kassuf and his smart frnd,NCA
far better than bigg boss,NCA
dania love girl boht deserving ha,NCA
dania ko winner hona chahiyehfantastic girl khandani lrki ha,NCA
tm log bardast kar gae,NCA
yr abiha majboor hai,NCA
dania is the champion and i39m with her,NCA
there is alots of people in africa that they dokt have any clean water to drink but these people huh,NCA
daniaaa bestttt,NCA
i really liked how rabail take cares of every one and amir daniya bilal everyone asking abiha kapre badal lo bukhaar ho jaye ga and love daniya when she said jainamaaz ko haath mat lagaana,NCA
i love daniya coz wo bhot achi ha khna mat zya kru and the word she said jaynamaz ko hath mat lgna was so lovely i love you daniya api,NCA
kaash in ka pass ma hota afsos,NCA
it39s entertaining but don39t do on their parents lla,NCA
rabail bilkul thk keh rai hai kashaf bhht batemez hai,NCA
ikhlaakiyaat ki sai dajeyan orai gai hn is show ma,NCA
yahya ny sahi amir siyal ke baind bjaiihahahahha,NCA
dania is very good,NCA
yaar mujhe b idr hona chahie tha,NCA
abiha love you,NCA
abhiya ka gusa bohot acha lakti hainbrher smile on her face ryt after her anger and frustrations is just wow,NCA
abeeha ne amir k kpry b nikaaly bri kuty ki bchi ha,CA
rabel is hewan,NCA
kashif i thing,NCA
ya show kab oga 2bara,NCA
saray aik say bait kai aik hai i think rabeeka boray nhi hai,NCA
rabail sbse best hai,NCA
dania is the best,NCA
yaya,NCA
abiha is beautiful,NCA
a chutiya lodi,CA
daniya is love,NCA
jahil wala show,CA
koi rabail ko to tang kre yar maxa ayga,NCA
daniya abeha rubaisha and kashaf are the best team,NCA
daniya kanwal come back,NCA
yahya kidr,NCA
dhaniya is deserving,NCA
rabail ko mai acha sumjh raha tha lekin wo call girl hai behaya hai jiskay ander se haya khatam hojye toh pher uska jo dil chahr kare,CA
rabel u r looser,NCA
motu and amir bht pendu bure,CA
abhia is so good,NCA
dania is the great,NCA
nobody notice bilal kitni hoshyari sy khel rha tha,NCA
ya khone se mother chood show a,CA
ya kiya bak choodi a,CA
rabail fsad he bht bhari,CA
600100,NCA
a chutiya lodi,CA
abiha is very mental,NCA
ye saab muzy bastered lag rahay hai,CA
bilal final me jana chahiye,NCA
amir shab hi achy hain bsss,NCA
yaya final me jana chae,NCA
kashaf is sooooooo meannnnnnnn,NCA
pakistan muddabad,NCA
girl and boy is very bad,NCA
rabel ko lo ka la,NCA
tahir,NCA
tom boy d,NCA
garibo koa bigboss or kitna copy karoge tumlog,NCA
god will guide them,NCA
rabail and abeeha are soooooo cute,NCA
rabil jitna chahie,NCA
jahil kashaf,CA
abiha,NCA
abiha don39t leave,NCA
on public demand abiha don39t lieve,NCA
yaaar plz abiha sa soory kr lo she is such a nice girl,NCA
rebel ko ly kala,NCA
amair kii twoii nangii ho rhi,CA
rebail waki apna bap ki nhi,NCA
i say to waqar zakar the girlho slap the girl i request to waqar to get the girl from this show,NCA
rubaisha is soo cute,NCA
kashaf ki hasii sun k mujhy bht hasi ati h,NCA
only daniya is really talented and deserving,NCA
sasta big boss,NCA
kasaf bahout over acting karte he,NCA
kashaf noise pollution hai,NCA
yahya sacha he,NCA
i love this show and best time show in quarantine rabaildaniyakashaf is so nice,NCA
amir,NCA
a chutiya lodi full maholl,CA
rabail ko nikalo,CA
amir is rabal ki sahi uthaoo he,NCA
amir or abiha,NCA
mai agar show me rehta inki maa chod deta bhen ke lodoo show hai yeh lag raha hai randikhana ka dalal,NCA
is abiha ko nikal bo bhayy,NCA
beacuse he was good contestant,NCA
rabail shouldbe back,NCA
rabail best,NCA
garibo ka big boss,NCA
i love you abeha,NCA
bilal you are so cute i like you,NCA
rabel ko show se out ker do please dania ki mom ka bare ma kiya kiya bolti ha,NCA
they are fighting like kids,NCA
rabeel raghit,NCA
agr rabail ki vja se kaano we khoon nikla to phir sorry,NCA
i was joking,NCA
don39t use bad language,NCA
very bad,NCA
rabail desh h,NCA
yr abiha was so depressed literally sad for her,NCA
rabail is most deserving kioki vo bss apna game khel rhi hai aur insaan ko aage jaane ke liye yahi zaruri hota hai ki vo kisi ke saat bhi mil kar reh sake isley rabail ko hona chahiye,NCA
abiha is best,NCA
is waja se chapions ko like nai mile the or in jason k fans kese ho sakte han rabail to muje zehar lagti ha,NCA
yeh abiha hein h kuti kameni,NCA
rabeal is poor girl,NCA
abiha is too much over acting,NCA
lrkio ki personal cheezay hoti ha,NCA
kashaf should be out of there,NCA
abiha shokhi hai,NCA
i like rabel naturebcz her caring nature nd way of body language she is strong nd cutei39m very much like her personality,NCA
ye bura hain rabail ko bhi tang karna chahiya tha,NCA
chanda aur tum se amir shakal dekhi apni lagta hai tum tou parhana likhna bhi nhi janti,NCA
amir aur abeeha nay shi nhi kia,NCA
i love this show,NCA
amir ko to hona hi nahi chaye do numbers sindhi,NCA
rabail bohot zyada kar rahi hain,NCA
i just loved the way when dania said quot jaynamaz ko hath mat lagana quot,NCA
what the fuq,CA
thek kiya yahya ne btaya dania ko maa baap ki ku bt kro,NCA
rabail drame baaz hai,NCA
rabail is right,NCA
my laugh i enjoyed it,NCA
inki lrai dekh k mera bp shot kr gyaaa,NCA
kesi show my bhe hath uthany ki permission nhi yh fzool show my sb allow h waqar ok to bahir nikalo pakistan say,NCA
rabail is my favourite she deserve this show win,NCA
a chutiya lodi,NCA
bilal ka sath unfair,NCA
sorry to say but karachi k pendu,NCA
big boss lite,NCA
best time pass show in quarantine,NCA
i am enjoying a lot,NCA
danhiya is best,NCA
rabail amp gablu is best,NCA
itni over acting,NCA
please ye abhiha ko kisi tarha bahar kare ab ye bardasht nhi ho rahi h,NCA
finals kub ayega,NCA
rabail aapii ap bht narm dil h love u rabail aapiii agr me laka hoti to ap cy shadi krti,NCA
bilal sb sy acha hai,NCA
please balach ko le ao,NCA
rabil and abeha and bilal and amir best,NCA
rabail is really nyc bandi kamal h jou acha karay us k saath acha jou bura karay us k saath bura,NCA
i think rabal ko finals ma jana chaheya she is best for finals,NCA
abiha is doing well with that moti saandh kashaf and yahya panoti,CA
best time pass show in quarantine and abiha and amir entertaning is amazing i was laufing in this episode,NCA
this kind of reality shows expose the identity of people,NCA
i just love rabeldania and abiha,NCA
best time pass show in quarantine,NCA
kindly mute kashafs laugh i39ll pay for it,NCA
it39s so entertaining i m enjoying it,NCA
famous mills of pakistanbrsteel millbrfabric millbrtu mujhe show kai bhad mill,NCA
jis jis ko lagta hai rabail kabir singh hai like koro,NCA
mutooo ur tooo much loud,NCA
lado jasto game show,NCA
kashaf laughing is so funny,NCA
what is thisyoir family was your familyso what is this bad language all time speak ur showthat is ur showand back to back i am speak to u what is ur show,NCA
abihaa to mashalllah is so annoying and diplomatic,NCA
fabiha bhut batamiz hai,NCA
12 20,NCA
rebel is soo nice,NCA
abiha is soo sweet,NCA
good job abiha,NCA
i love amir,NCA
a chutiya lodi soooo funny,CA
abiha tm roya mat kro ye game hai haar jeet hoti hai butt tmnay mehnat krni hai ok best of luck dear,NCA
abiha tmay win krna hai dear,NCA
a chutiya lodi,CA
daniya and rubaisha good,NCA
rabail is the best fire my toh fan hogai,NCA
gareebon ka big boss ye waqar ne kya bawasir bana diya h,CA
yrr ya amir ko nikal do pta ni kya karta hai,NCA
abhiaisbest,NCA
isse accha to hamara bigboos he,NCA
rubale dal badlu hay,NCA
captan hahahahhhahhah,NCA
b39s time pas game he baki kuch nhi brbigboos dekhlo,NCA
rabail ko nikalo yaar ek no bagherat battamiz hai,NCA
dania salute yrr kasamse,NCA
ye kia behayai bnai v pakistaniyon ne toba larai ye wo had hain wese,NCA
mghe bulao btao inko,NCA
rabail ko ek jhappar do yaar,NCA
i support rabail,NCA
hahhahahahahhha kashaf ka style,NCA
abeeha apni okat dekh rhi hai sub sa kamzor kea pechay pari hai,NCA
kashaf ko nikal du,NCA
abiha zehar lag rahe h,NCA
toba allha maf kari,NCA
cute jokers,NCA
danish is a nice girl and a worthy winner because she is very good physically and mentally,NCA
abiha or aamir wakai rabail se drty hakn,NCA
bilal beech ki billi bna hua tha hahahaha,NCA
abiha wesy to bri tameezdaar bntiii hai rabail badtameez se dari hui hai,NCA
rabail me wakai daraya hua brdania deserve to win,NCA
rabail sach ma bht caring i wish wo hi jeeta,NCA
daniyal,NCA
toba toba bndy bndy ka pta nai pehly rabail or amir dushman thy rabail or dania dost thi kaha e palt gai,NCA
rabail or abiha or amir or bilal brin 4 ko final ma jana chahie,NCA
please khana mat feko,NCA
khuda ka wasta yai kashaf ke hasa control krwa do bht gussah ata h,NCA
begherat ho na abiha,CA
abiha you are so bad,NCA
yahya sahi hai,NCA
dania show jeetey ghi,NCA
amirrebel ka chusta rahta let39s hai,NCA
i can39t explain what kinds of behavior is this watching from philippines,NCA
fuzool show bass sab lardty rehty,NCA
dono ho hona chaiye,NCA
rabel is all all right,NCA
abeeha tum sharam karo,NCA
rabil is my favorite contestant brbecause wo jo bi hai samny hai or wo jesi life guzaar rhe hai wo uski personal life hai sooooo my favorite,NCA
bilal ko jeetna cahiyya,NCA
abeeha double face,NCA
wah amir larkion saa lar unhain dra kash ma hotaa is show maaa,NCA
camera man ghr mein ghoom raha he so funny,NCA
amir is very batamiz,NCA
jahan ki bdtmeez lrkya r lerky hn,NCA
kaisyap jitegi,NCA
bilal is best,NCA
abhia tum itni tamiz wali nahi ho jitni banti ho tum tamiz wali larko ke liye kia soch rakhti ho tum janti hoo,NCA
amir se jeans to sambaliiii nhi ja rahi,NCA
yahya k pass advantage hy pir nhi use kr raha,NCA
one word jungli,NCA
kaise gawar jaisa chilati h motki jahil sali,NCA
inshallah habiea jeete gi,NCA
dania k sath aisa ni krna chahiye thadil thod diyaa reee,NCA
abia shouldn39t be out,NCA
amir is so irritating prson,NCA
mujhe bahut achi lgi inki nautanki,NCA
sbb se bura episode pure season mein,NCA
yarr ye kashaf ki hansii soooo funny r entertaining hai,NCA
sharp pain,NCA
yahya is right,NCA
i like rabail and rabail is finalist,NCA
rabailamir and abiha are so over,NCA
amir or abiha boht over horhy h or zahar lag rgy h m hota tu okat yad dela deta boht are mental,NCA
rabail sahi ha,NCA
abhi ha da omid nahi thi,NCA
yar bilal sb se acha h kci s panga ni leta he is most deserving sb s zyada tameez h is bande ko,NCA
achy haandan ka hona sirf maa bap ka sghaa hony sy nhi pta chlta na jnabe rabail ap jo kush yhan show kr rhi hn us sy b pta chlta h k ap kitna apny unhibsaghy maa baap ki trbiyt ka aks dikh ri hn,NCA
worst bad rabail doghli bndi hkindly program ka mza hrab na kryn inhy rakh k,NCA
rabail dont deserve k isy aram sy b eliminate kiya jaye,NCA
rabail is so caring,NCA
agar ma hota na tuo girls ka samana cloth pantha,NCA
dania risk zaya nah ho rizk zaya nahi hona chaye hai,NCA
rable is layer,NCA
rabial show k like ni hai,NCA
is kajner aamir ko tu bar nikalo jahil ko sindi tari ko,CA
abeeha shut up,NCA
bhi show scripted hai camera man wahan khra hai a chutiya lodi pe,CA
rabial khud ko bht over smjhti hai hr kisi sy badmashi 1 parre gi wahen mar jay ga rabial ko r kashaf ko show ni hona chahia,NCA
please ap moj ko be bolaly,NCA
tarchar kele ya,NCA
made final ma ana 6ah ta ho,NCA
mujy to chakla khana lag rha ha,NCA
moti brtumhari hasi bahut pyari hai,NCA
is this house or zoo,NCA
rabail ko pta k woh kitni begairat hy yh baat av sb k samny a gye hy usy hazm nhi ho raha,CA
we need rabell,NCA
rabial,NCA
in per tars ata he is treh k kai log hn jin ka koi maqsad baqi nhn raha zindagi ka yahi log socide krte hn or drugs etc mn mulawis ho jaate hn,NCA
ye to tatti he,CA
i am rbrenjoying,NCA
sub k sub ghatya or jahel akhate kye howe hai,NCA
it39s very bad to fight with each other,NCA
rabail sheikh,NCA
abiha is such a bold girl,NCA
rabail ko nahi hona chaheya iss show ma,NCA
shartia nikamme,NCA
yaar ajeeb larkiyaan q ajati hain yeah,NCA
chanda tm doge pehle apna pura kro,NCA
rebel amir and bilal is top three,NCA
bahiyeaapnathatkiea,NCA
rebel is also strong contestant,NCA
amir is best plz give a chance to return again in game,NCA
sabiha,NCA
now i see people in pakistan,NCA
rabail jahil ha,CA
they are doing non muslim movements brall mad,NCA
rabial is true love rabial,NCA
abiha bs kr den,NCA
abiha good,NCA
ha boti bhoth he buri lag rahi ha,NCA
rabail sheikh,NCA
hhhhhhhhhhh nic shw,NCA
what a crazy show,NCA
kesa show h ye ye ldki bht pyri h jo hmesa hasti rehti h,NCA
rabil wrong hai ushe paise ki grmi kuch jyada hai,NCA
shi baat hai vaise agar duniya mein womens na hoti hum hote na hote laikin maha yudh jrur na hote maha bharat ravan geya aur bht aise yodh hai jo ek aurat ki wajah se huyi hai,NCA
kashraf is faul,NCA
baghair kisi vision ky loag khachry,NCA
whole show only one girl is the best tania,NCA
kashaf ki maa ki chut,NCA
rabel op in the comments,NCA
abiha ko nikao,NCA
sub rundia hi,NCA
i39m looking for only abhia,NCA
mea boluga vai rabail ko jana cahiye final me,NCA
yahia dramebaj hea ek ki vat ek ko bolti hea,NCA
daniya is really really deserving candidate,NCA
rabel is best,NCA
please abiya contact me please,NCA
abiya fatima you are looking so very good,NCA
big boss ki copy but ghatiya logo ki collection,NCA
i love rabail,NCA
yahya ko tng nh kro or na danya ko,NCA
kashaf glt kha apne,NCA
or rabail ko kya hua rabel ko milkr rhna chye achi lgti h sb s mil kr rhne m,NCA
apne lrkiyon k kpre phek deye kya mila tumhe larkiyon k kapre ko hath bhibnh lgana chye,NCA
rabeel subse se best he pore show me i love it,NCA
larkiyo par sheer banta he begherat,CA
faltu logu ko betha rskha hai is gar mai aur koi nahi mila kya,NCA
janwar all,NCA
daniya is the best contest,NCA
abiha hm tum hare sath he quit na krooo,NCA
a chutiya lodi daniya akal se kaam le rahi thoko like,CA
bichaaro ke pass mobile hi nai ha kia karange,NCA
ya sain larkion pr bharam jhar raha hy hamary samny ay na,NCA
